"","choice","service","household","cost"
"755",FALSE,"standard",151,1.7544
"756",FALSE,"budget",152,2.0412
"757",FALSE,"extended",152,13.816
"758",TRUE,"local",152,2.3204
"759",FALSE,"metro",152,13.816
"760",FALSE,"standard",152,1.8245
"761",TRUE,"budget",153,1.2179
"762",FALSE,"extended",153,13.816
"763",FALSE,"local",153,2.3204
"764",FALSE,"metro",153,13.816
"765",FALSE,"standard",153,1.7544
"766",FALSE,"budget",154,1.4748
"767",TRUE,"extended",154,2.374
"768",FALSE,"local",154,2.1983
"769",FALSE,"metro",154,3.6449
"770",FALSE,"standard",154,1.8421
"771",FALSE,"budget",155,3.0027
"772",FALSE,"extended",155,2.4319
"773",TRUE,"local",155,2.6137
"774",FALSE,"metro",155,3.6449
"775",FALSE,"standard",155,2.9253
"776",TRUE,"budget",156,1.3635
"777",FALSE,"extended",156,2.3495
"778",FALSE,"local",156,2.1377
"779",FALSE,"metro",156,3.6449
"780",FALSE,"standard",156,1.7544
"781",FALSE,"budget",157,2.6892
"782",FALSE,"extended",157,2.6851
"783",TRUE,"local",157,2.596
"784",FALSE,"metro",157,3.6449
"785",FALSE,"standard",157,2.5817
"786",FALSE,"budget",158,1.6487
"787",FALSE,"extended",158,2.3495
"788",FALSE,"local",158,2.1377
"789",FALSE,"metro",158,3.6449
"790",TRUE,"standard",158,1.7544
"791",FALSE,"budget",159,2.9275
"792",FALSE,"extended",159,13.816
"793",FALSE,"local",159,3.1839
"794",TRUE,"metro",159,3.1476
"795",FALSE,"standard",159,2.8437
"796",FALSE,"budget",160,4.0303
"797",FALSE,"extended",160,13.816
"798",FALSE,"local",160,3.9553
"799",TRUE,"metro",160,3.1476
"800",FALSE,"standard",160,4.0033
"801",FALSE,"budget",161,2.4816
"802",FALSE,"extended",161,13.816
"803",TRUE,"local",161,2.5447
"804",FALSE,"metro",161,3.1476
"805",FALSE,"standard",161,2.3476
"806",FALSE,"budget",162,1.9601
"807",FALSE,"extended",162,13.816
"808",FALSE,"local",162,2.5185
"809",FALSE,"metro",162,3.1476
"810",TRUE,"standard",162,1.7544
"811",FALSE,"budget",163,1.6214
"812",FALSE,"extended",163,13.816
"813",FALSE,"local",163,2.508
"814",FALSE,"metro",163,3.1476
"815",TRUE,"standard",163,1.7544
"816",FALSE,"budget",164,2.4159
"817",FALSE,"extended",164,13.816
"818",FALSE,"local",164,2.5471
"819",FALSE,"metro",164,3.1476
"820",TRUE,"standard",164,2.2721
"821",TRUE,"budget",165,2.1005
"822",FALSE,"extended",165,13.816
"823",FALSE,"local",165,2.5177
"824",FALSE,"metro",165,3.1476
"825",FALSE,"standard",165,1.8976
"826",FALSE,"budget",166,2.621
"827",FALSE,"extended",166,13.816
"828",FALSE,"local",166,2.7713
"829",FALSE,"metro",166,3.1476
"830",TRUE,"standard",166,2.5055
"831",FALSE,"budget",167,1.9643
"832",FALSE,"extended",167,13.816
"833",FALSE,"local",167,2.6899
"834",FALSE,"metro",167,3.1476
"835",TRUE,"standard",167,1.7544
"836",FALSE,"budget",168,1.3533
"837",FALSE,"extended",168,13.816
"838",TRUE,"local",168,2.3768
"839",FALSE,"metro",168,3.3422
"840",FALSE,"standard",168,1.7544
"841",FALSE,"budget",169,1.1878
"842",FALSE,"extended",169,13.816
"843",TRUE,"local",169,2.3204
"844",FALSE,"metro",169,3.3422
"845",FALSE,"standard",169,1.7544
"846",TRUE,"budget",170,1.3164
"847",FALSE,"extended",170,13.816
"848",FALSE,"local",170,2.3637
"849",FALSE,"metro",170,3.3422
"850",FALSE,"standard",170,1.7544
"851",FALSE,"budget",171,2.2966
"852",FALSE,"extended",171,13.816
"853",FALSE,"local",171,2.807
"854",TRUE,"metro",171,3.3422
"855",FALSE,"standard",171,2.133
"856",FALSE,"budget",172,1.5433
"857",FALSE,"extended",172,13.816
"858",TRUE,"local",172,2.3204
"859",FALSE,"metro",172,3.3422
"860",FALSE,"standard",172,1.7544
"861",FALSE,"budget",173,2.5696
"862",FALSE,"extended",173,13.816
"863",TRUE,"local",173,2.9902
"864",FALSE,"metro",173,3.3422
"865",FALSE,"standard",173,2.4476
"866",FALSE,"budget",174,2.0189
"867",FALSE,"extended",174,13.816
"868",FALSE,"local",174,2.6693
"869",TRUE,"metro",174,3.3422
"870",FALSE,"standard",174,1.7967
"871",FALSE,"budget",175,2.1114
"872",FALSE,"extended",175,13.816
"873",TRUE,"local",175,2.7187
"874",FALSE,"metro",175,3.3422
"875",FALSE,"standard",175,1.911
"876",FALSE,"budget",176,2.0149
"877",FALSE,"extended",176,13.816
"878",TRUE,"local",176,2.6672
"879",FALSE,"metro",176,3.3422
"880",FALSE,"standard",176,1.7918
"881",FALSE,"budget",177,1.8229
"882",FALSE,"extended",177,13.816
"883",TRUE,"local",177,2.5665
"884",FALSE,"metro",177,3.3422
"885",FALSE,"standard",177,1.7544
"886",FALSE,"budget",178,2.4406
"887",FALSE,"extended",178,13.816
"888",FALSE,"local",178,2.9113
"889",TRUE,"metro",178,3.3422
"890",FALSE,"standard",178,2.3006
"891",FALSE,"budget",179,2.3758
"892",FALSE,"extended",179,13.816
"893",FALSE,"local",179,2.8987
"894",FALSE,"metro",179,3.1476
"895",TRUE,"standard",179,2.2257
"896",FALSE,"budget",180,2.3702
"897",FALSE,"extended",180,13.816
"898",FALSE,"local",180,2.508
"899",FALSE,"metro",180,3.1476
"900",TRUE,"standard",180,2.2192
"901",FALSE,"budget",181,1.6154
"902",FALSE,"extended",181,13.816
"903",FALSE,"local",181,2.3204
"904",FALSE,"metro",181,13.816
"905",TRUE,"standard",181,1.7544
"906",TRUE,"budget",182,2.1518
"907",FALSE,"extended",182,13.816
"908",FALSE,"local",182,2.3204
"909",FALSE,"metro",182,13.816
"910",FALSE,"standard",182,1.9601
"911",TRUE,"budget",183,1.9629
"912",FALSE,"extended",183,13.816
"913",FALSE,"local",183,2.3204
"914",FALSE,"metro",183,13.816
"915",FALSE,"standard",183,1.7544
"916",FALSE,"budget",184,2.3321
"917",FALSE,"extended",184,13.816
"918",FALSE,"local",184,2.3204
"919",FALSE,"metro",184,13.816
"920",TRUE,"standard",184,2.1748
"921",TRUE,"budget",185,2.0707
"922",FALSE,"extended",185,13.816
"923",FALSE,"local",185,2.3204
"924",FALSE,"metro",185,13.816
"925",FALSE,"standard",185,1.861
"926",FALSE,"budget",186,1.6487
"927",FALSE,"extended",186,13.816
"928",FALSE,"local",186,2.3204
"929",FALSE,"metro",186,13.816
"930",TRUE,"standard",186,1.7544
"931",FALSE,"budget",187,2.451
"932",FALSE,"extended",187,13.816
"933",TRUE,"local",187,2.3204
"934",FALSE,"metro",187,13.816
"935",FALSE,"standard",187,2.3125
"936",FALSE,"budget",188,3.2193
"937",FALSE,"extended",188,13.816
"938",TRUE,"local",188,2.3204
"939",FALSE,"metro",188,13.816
"940",FALSE,"standard",188,3.1574
"941",FALSE,"budget",189,1.1878
"942",FALSE,"extended",189,13.816
"943",TRUE,"local",189,2.3204
"944",FALSE,"metro",189,3.3422
"945",FALSE,"standard",189,1.7544
"946",FALSE,"budget",190,2.0656
"947",FALSE,"extended",190,13.816
"948",FALSE,"local",190,2.6433
"949",FALSE,"metro",190,3.3422
"950",TRUE,"standard",190,1.8547
"951",FALSE,"budget",191,1.2296
"952",FALSE,"extended",191,13.816
"953",TRUE,"local",191,2.3204
"954",FALSE,"metro",191,3.3422
"955",FALSE,"standard",191,1.7544
"956",FALSE,"budget",192,1.5581
"957",FALSE,"extended",192,13.816
"958",TRUE,"local",192,2.431
"959",FALSE,"metro",192,3.3422
"960",FALSE,"standard",192,1.7544
"961",TRUE,"budget",193,1.7174
"962",FALSE,"extended",193,13.816
"963",FALSE,"local",193,2.4949
"964",FALSE,"metro",193,3.3422
"965",FALSE,"standard",193,1.7544
"966",FALSE,"budget",194,1.8213
"967",FALSE,"extended",194,13.816
"968",TRUE,"local",194,2.3204
"969",FALSE,"metro",194,3.3422
"970",FALSE,"standard",194,1.7544
"971",FALSE,"budget",195,1.5151
"972",FALSE,"extended",195,13.816
"973",TRUE,"local",195,2.3447
"974",FALSE,"metro",195,3.3422
"975",FALSE,"standard",195,1.7544
"976",FALSE,"budget",196,2.3418
"977",FALSE,"extended",196,13.816
"978",TRUE,"local",196,2.6376
"979",FALSE,"metro",196,3.3422
"980",FALSE,"standard",196,2.1861
"981",FALSE,"budget",197,2.694
"982",FALSE,"extended",197,13.816
"983",TRUE,"local",197,2.9892
"984",FALSE,"metro",197,3.3422
"985",FALSE,"standard",197,2.587
"986",FALSE,"budget",198,1.5831
"987",FALSE,"extended",198,13.816
"988",TRUE,"local",198,2.4476
"989",FALSE,"metro",198,3.3422
"990",FALSE,"standard",198,1.7544
"991",TRUE,"budget",199,1.85
"992",FALSE,"extended",199,13.816
"993",FALSE,"local",199,2.5177
"994",FALSE,"metro",199,3.1476
"995",FALSE,"standard",199,1.7544
"996",FALSE,"budget",200,1.7544
"997",FALSE,"extended",200,13.816
"998",FALSE,"local",200,2.5967
"999",FALSE,"metro",200,3.1476
"1000",TRUE,"standard",200,1.7544
"1001",TRUE,"budget",201,2.1518
"1002",FALSE,"extended",201,13.816
"1003",FALSE,"local",201,2.6167
"1004",FALSE,"metro",201,3.1476
"1005",FALSE,"standard",201,1.9601
"1006",FALSE,"budget",202,3.3474
"1007",FALSE,"extended",202,13.816
"1008",FALSE,"local",202,3.5056
"1009",TRUE,"metro",202,3.1476
"1010",FALSE,"standard",202,3.2932
"1011",TRUE,"budget",203,1.6154
"1012",FALSE,"extended",203,13.816
"1013",FALSE,"local",203,2.5273
"1014",FALSE,"metro",203,3.1476
"1015",FALSE,"standard",203,1.7544
"1016",FALSE,"budget",204,2.4292
"1017",FALSE,"extended",204,13.816
"1018",FALSE,"local",204,2.5572
"1019",FALSE,"metro",204,3.1476
"1020",TRUE,"standard",204,2.2875
"1021",TRUE,"budget",205,1.9961
"1022",FALSE,"extended",205,13.816
"1023",FALSE,"local",205,2.1377
"1024",FALSE,"metro",205,13.816
"1025",FALSE,"standard",205,1.7681
"1026",FALSE,"budget",206,2.1054
"1027",FALSE,"extended",206,13.816
"1028",TRUE,"local",206,2.1377
"1029",FALSE,"metro",206,13.816
"1030",FALSE,"standard",206,1.9036
"1031",FALSE,"budget",207,1.7246
"1032",FALSE,"extended",207,13.816
"1033",FALSE,"local",207,2.1377
"1034",FALSE,"metro",207,13.816
"1035",TRUE,"standard",207,1.7544
"1036",FALSE,"budget",208,2.0919
"1037",FALSE,"extended",208,13.816
"1038",FALSE,"local",208,2.1377
"1039",FALSE,"metro",208,13.816
"1040",TRUE,"standard",208,1.8871
"1041",TRUE,"budget",209,1.662
"1042",FALSE,"extended",209,13.816
"1043",FALSE,"local",209,2.1377
"1044",FALSE,"metro",209,13.816
"1045",FALSE,"standard",209,1.7544
"1046",FALSE,"budget",210,1.3083
"1047",FALSE,"extended",210,13.816
"1048",TRUE,"local",210,2.1377
"1049",FALSE,"metro",210,13.816
"1050",FALSE,"standard",210,1.7544
"1051",FALSE,"budget",211,2.7726
"1052",FALSE,"extended",211,13.816
"1053",FALSE,"local",211,2.8628
"1054",TRUE,"metro",211,3.1476
"1055",FALSE,"standard",211,2.6741
"1056",FALSE,"budget",212,3.788
"1057",FALSE,"extended",212,13.816
"1058",FALSE,"local",212,3.5957
"1059",TRUE,"metro",212,3.1476
"1060",FALSE,"standard",212,3.7535
"1061",FALSE,"budget",213,2.2607
"1062",FALSE,"extended",213,13.816
"1063",FALSE,"local",213,2.508
"1064",FALSE,"metro",213,3.1476
"1065",TRUE,"standard",213,2.0906
"1066",FALSE,"budget",214,1.8579
"1067",FALSE,"extended",214,13.816
"1068",FALSE,"local",214,2.5289
"1069",FALSE,"metro",214,3.1476
"1070",TRUE,"standard",214,1.7544
"1071",FALSE,"budget",215,1.831
"1072",FALSE,"extended",215,13.816
"1073",TRUE,"local",215,2.5193
"1074",FALSE,"metro",215,3.1476
"1075",FALSE,"standard",215,1.7544
"1076",FALSE,"budget",216,3.6009
"1077",FALSE,"extended",216,13.816
"1078",FALSE,"local",216,2.7701
"1079",TRUE,"metro",216,3.1476
"1080",FALSE,"standard",216,3.5591
"1081",FALSE,"budget",217,1.6429
"1082",FALSE,"extended",217,13.816
"1083",FALSE,"local",217,2.508
"1084",FALSE,"metro",217,3.1476
"1085",TRUE,"standard",217,1.7544
"1086",FALSE,"budget",218,1.9387
"1087",FALSE,"extended",218,13.816
"1088",FALSE,"local",218,2.508
"1089",FALSE,"metro",218,3.1476
"1090",TRUE,"standard",218,1.7544
"1091",FALSE,"budget",219,1.6487
"1092",FALSE,"extended",219,13.816
"1093",TRUE,"local",219,2.4932
"1094",FALSE,"metro",219,3.3422
"1095",FALSE,"standard",219,1.7544
"1096",FALSE,"budget",220,1.2698
"1097",FALSE,"extended",220,13.816
"1098",FALSE,"local",220,2.3204
"1099",FALSE,"metro",220,3.3422
"1100",TRUE,"standard",220,1.7544
"1101",TRUE,"budget",221,1.6467
"1102",FALSE,"extended",221,13.816
"1103",FALSE,"local",221,2.4807
"1104",FALSE,"metro",221,3.3422
"1105",FALSE,"standard",221,1.7544
"1106",FALSE,"budget",222,1.3083
"1107",FALSE,"extended",222,13.816
"1108",TRUE,"local",222,2.3204
"1109",FALSE,"metro",222,3.3422
"1110",FALSE,"standard",222,1.7544
"1111",FALSE,"budget",223,3.0426
"1112",FALSE,"extended",223,13.816
"1113",FALSE,"local",223,3.1532
"1114",TRUE,"metro",223,3.3422
"1115",FALSE,"standard",223,2.9684
"1116",FALSE,"budget",224,1.1878
"1117",FALSE,"extended",224,13.816
"1118",TRUE,"local",224,2.3204
"1119",FALSE,"metro",224,3.3422
"1120",FALSE,"standard",224,1.7544
"1121",FALSE,"budget",225,1.679
"1122",FALSE,"extended",225,13.816
"1123",TRUE,"local",225,2.4536
"1124",FALSE,"metro",225,3.3422
"1125",FALSE,"standard",225,1.7544
"1126",TRUE,"budget",226,1.9459
"1127",FALSE,"extended",226,13.816
"1128",FALSE,"local",226,2.599
"1129",FALSE,"metro",226,3.3422
"1130",FALSE,"standard",226,1.7544
"1131",FALSE,"budget",227,1.5728
"1132",FALSE,"extended",227,13.816
"1133",FALSE,"local",227,2.4553
"1134",TRUE,"metro",227,3.3422
"1135",FALSE,"standard",227,1.7544
"1136",FALSE,"budget",228,2.195
"1137",FALSE,"extended",228,13.816
"1138",FALSE,"local",228,2.6776
"1139",TRUE,"metro",228,3.3422
"1140",FALSE,"standard",228,2.0122
"1141",FALSE,"budget",229,2.4639
"1142",FALSE,"extended",229,13.816
"1143",TRUE,"local",229,2.508
"1144",FALSE,"metro",229,3.1476
"1145",FALSE,"standard",229,2.3273
"1146",FALSE,"budget",230,3.0297
"1147",FALSE,"extended",230,13.816
"1148",TRUE,"local",230,2.5703
"1149",FALSE,"metro",230,3.1476
"1150",FALSE,"standard",230,2.9544
"1151",TRUE,"budget",231,1.5261
"1152",FALSE,"extended",231,13.816
"1153",FALSE,"local",231,2.568
"1154",FALSE,"metro",231,3.1476
"1155",FALSE,"standard",231,1.7544
"1156",FALSE,"budget",232,2.735
"1157",FALSE,"extended",232,13.816
"1158",FALSE,"local",232,2.8124
"1159",TRUE,"metro",232,3.1476
"1160",FALSE,"standard",232,2.6326
"1161",FALSE,"budget",233,3.5172
"1162",FALSE,"extended",233,13.816
"1163",FALSE,"local",233,3.6168
"1164",TRUE,"metro",233,3.1476
"1165",FALSE,"standard",233,3.4717
"1166",TRUE,"budget",234,2.7587
"1167",FALSE,"extended",234,13.816
"1168",FALSE,"local",234,2.5241
"1169",FALSE,"metro",234,3.1476
"1170",FALSE,"standard",234,2.6589
"1171",FALSE,"budget",235,1.9387
"1172",FALSE,"extended",235,13.816
"1173",FALSE,"local",235,2.5145
"1174",FALSE,"metro",235,3.1476
"1175",TRUE,"standard",235,1.7544
"1176",FALSE,"budget",236,1.9657
"1177",FALSE,"extended",236,13.816
"1178",TRUE,"local",236,2.508
"1179",FALSE,"metro",236,3.1476
"1180",FALSE,"standard",236,1.7544
"1181",FALSE,"budget",237,2.0321
"1182",FALSE,"extended",237,13.816
"1183",FALSE,"local",237,2.4924
"1184",FALSE,"metro",237,3.6449
"1185",TRUE,"standard",237,2.2396
"1186",TRUE,"budget",238,3.3742
"1187",FALSE,"extended",238,13.816
"1188",FALSE,"local",238,3.4794
"1189",FALSE,"metro",238,3.6449
"1190",FALSE,"standard",238,3.3925
"1191",FALSE,"budget",239,1.1878
"1192",FALSE,"extended",239,13.816
"1193",TRUE,"local",239,2.1377
"1194",FALSE,"metro",239,3.6449
"1195",FALSE,"standard",239,1.7544
"1196",FALSE,"budget",240,3.7138
"1197",FALSE,"extended",240,13.816
"1198",TRUE,"local",240,3.4494
"1199",FALSE,"metro",240,3.6449
"1200",FALSE,"standard",240,3.6766
"1201",FALSE,"budget",241,2.2094
"1202",FALSE,"extended",241,13.816
"1203",FALSE,"local",241,2.5233
"1204",FALSE,"metro",241,3.6449
"1205",TRUE,"standard",241,2.2793
"1206",FALSE,"budget",242,2.3194
"1207",FALSE,"extended",242,13.816
"1208",TRUE,"local",242,2.551
"1209",FALSE,"metro",242,3.6449
"1210",FALSE,"standard",242,2.3145
"1211",FALSE,"budget",243,2.4248
"1212",FALSE,"extended",243,13.816
"1213",FALSE,"local",243,2.5878
"1214",FALSE,"metro",243,3.1476
"1215",TRUE,"standard",243,2.2824
"1216",FALSE,"budget",244,3.1368
"1217",FALSE,"extended",244,13.816
"1218",TRUE,"local",244,2.5975
"1219",FALSE,"metro",244,3.1476
"1220",FALSE,"standard",244,3.0694
"1221",FALSE,"budget",245,1.8749
"1222",FALSE,"extended",245,13.816
"1223",TRUE,"local",245,2.5353
"1224",FALSE,"metro",245,3.1476
"1225",FALSE,"standard",245,1.7544
"1226",TRUE,"budget",246,1.5728
"1227",FALSE,"extended",246,13.816
"1228",FALSE,"local",246,2.1377
"1229",FALSE,"metro",246,3.6449
"1230",FALSE,"standard",246,1.7544
"1231",FALSE,"budget",247,2.1199
"1232",FALSE,"extended",247,13.816
"1233",FALSE,"local",247,2.1377
"1234",FALSE,"metro",247,3.6449
"1235",TRUE,"standard",247,1.9213
"1236",FALSE,"budget",248,1.6845
"1237",FALSE,"extended",248,13.816
"1238",FALSE,"local",248,2.1377
"1239",TRUE,"metro",248,3.6449
"1240",FALSE,"standard",248,1.7544
"1241",FALSE,"budget",249,2.7738
"1242",FALSE,"extended",249,13.816
"1243",FALSE,"local",249,2.1377
"1244",FALSE,"metro",249,3.6449
"1245",TRUE,"standard",249,2.6755
"1246",FALSE,"budget",250,1.4951
"1247",FALSE,"extended",250,13.816
"1248",FALSE,"local",250,2.5494
"1249",FALSE,"metro",250,3.1476
"1250",TRUE,"standard",250,1.7544
"1251",FALSE,"budget",251,1.6993
"1252",FALSE,"extended",251,13.816
"1253",TRUE,"local",251,2.508
"1254",FALSE,"metro",251,3.1476
"1255",FALSE,"standard",251,1.7544
"1256",FALSE,"budget",252,1.1878
"1257",FALSE,"extended",252,13.816
"1258",TRUE,"local",252,2.508
"1259",FALSE,"metro",252,3.1476
"1260",FALSE,"standard",252,1.7544
"1261",FALSE,"budget",253,1.6715
"1262",FALSE,"extended",253,13.816
"1263",FALSE,"local",253,2.5696
"1264",FALSE,"metro",253,3.1476
"1265",TRUE,"standard",253,1.7544
"1266",FALSE,"budget",254,1.6074
"1267",FALSE,"extended",254,13.816
"1268",TRUE,"local",254,2.5273
"1269",FALSE,"metro",254,3.1476
"1270",FALSE,"standard",254,1.7544
"1271",TRUE,"budget",255,1.9769
"1272",FALSE,"extended",255,13.816
"1273",FALSE,"local",255,2.5145
"1274",FALSE,"metro",255,3.1476
"1275",FALSE,"standard",255,1.7544
"1276",FALSE,"budget",256,3.5272
"1277",FALSE,"extended",256,13.816
"1278",TRUE,"local",256,2.5353
"1279",FALSE,"metro",256,3.1476
"1280",FALSE,"standard",256,3.4822
"1281",FALSE,"budget",257,1.3507
"1282",FALSE,"extended",257,13.816
"1283",FALSE,"local",257,2.5265
"1284",FALSE,"metro",257,3.1476
"1285",TRUE,"standard",257,1.7544
"1286",FALSE,"budget",258,3.6041
"1287",FALSE,"extended",258,13.816
"1288",TRUE,"local",258,2.1377
"1289",FALSE,"metro",258,13.816
"1290",FALSE,"standard",258,3.5625
"1291",FALSE,"budget",259,1.7699
"1292",FALSE,"extended",259,13.816
"1293",FALSE,"local",259,2.1377
"1294",FALSE,"metro",259,13.816
"1295",TRUE,"standard",259,1.7544
"1296",FALSE,"budget",260,1.9643
"1297",FALSE,"extended",260,13.816
"1298",FALSE,"local",260,2.508
"1299",FALSE,"metro",260,3.1476
"1300",TRUE,"standard",260,1.7544
"1301",FALSE,"budget",261,1.4996
"1302",FALSE,"extended",261,13.816
"1303",FALSE,"local",261,2.508
"1304",FALSE,"metro",261,3.1476
"1305",TRUE,"standard",261,1.7544
"1306",FALSE,"budget",262,1.7422
"1307",FALSE,"extended",262,13.816
"1308",FALSE,"local",262,2.5233
"1309",TRUE,"metro",262,3.1476
"1310",FALSE,"standard",262,1.7544
"1311",FALSE,"budget",263,2.246
"1312",FALSE,"extended",263,13.816
"1313",FALSE,"local",263,2.587
"1314",FALSE,"metro",263,3.1476
"1315",TRUE,"standard",263,2.0732
"1316",FALSE,"budget",264,1.1878
"1317",FALSE,"extended",264,13.816
"1318",TRUE,"local",264,2.508
"1319",FALSE,"metro",264,3.1476
"1320",FALSE,"standard",264,1.7544
"1321",FALSE,"budget",265,2.5908
"1322",FALSE,"extended",265,13.816
"1323",TRUE,"local",265,2.5161
"1324",FALSE,"metro",265,3.1476
"1325",FALSE,"standard",265,2.4715
"1326",FALSE,"budget",266,2.9221
"1327",FALSE,"extended",266,13.816
"1328",TRUE,"local",266,2.5885
"1329",FALSE,"metro",266,3.1476
"1330",FALSE,"standard",266,2.8379
"1331",TRUE,"budget",267,1.3635
"1332",FALSE,"extended",267,13.816
"1333",FALSE,"local",267,2.1377
"1334",FALSE,"metro",267,13.816
"1335",FALSE,"standard",267,1.7544
"1336",FALSE,"budget",268,2.0347
"1337",FALSE,"extended",268,13.816
"1338",TRUE,"local",268,2.1377
"1339",FALSE,"metro",268,13.816
"1340",FALSE,"standard",268,1.8165
"1341",FALSE,"budget",269,2.1713
"1342",FALSE,"extended",269,13.816
"1343",TRUE,"local",269,2.1377
"1344",FALSE,"metro",269,13.816
"1345",FALSE,"standard",269,1.9838
"1346",FALSE,"budget",270,1.7527
"1347",FALSE,"extended",270,13.816
"1348",FALSE,"local",270,2.5145
"1349",FALSE,"metro",270,3.1476
"1350",TRUE,"standard",270,1.7544
"1351",FALSE,"budget",271,1.4351
"1352",FALSE,"extended",271,13.816
"1353",TRUE,"local",271,2.3943
"1354",FALSE,"metro",271,3.3422
"1355",FALSE,"standard",271,1.7544
"1356",FALSE,"budget",272,2.2762
"1357",FALSE,"extended",272,13.816
"1358",TRUE,"local",272,2.5137
"1359",FALSE,"metro",272,3.3422
"1360",FALSE,"standard",272,2.109
"1361",FALSE,"budget",273,1.311
"1362",FALSE,"extended",273,13.816
"1363",FALSE,"local",273,2.3618
"1364",FALSE,"metro",273,3.3422
"1365",TRUE,"standard",273,1.7544
"1366",FALSE,"budget",274,1.5019
"1367",FALSE,"extended",274,13.816
"1368",FALSE,"local",274,2.3961
"1369",FALSE,"metro",274,3.3422
"1370",TRUE,"standard",274,1.7544
"1371",FALSE,"budget",275,1.4586
"1372",FALSE,"extended",275,13.816
"1373",TRUE,"local",275,2.3777
"1374",FALSE,"metro",275,3.3422
"1375",FALSE,"standard",275,1.7544
"1376",FALSE,"budget",276,1.763
"1377",FALSE,"extended",276,13.816
"1378",FALSE,"local",276,2.3851
"1379",FALSE,"metro",276,3.3422
"1380",TRUE,"standard",276,1.7544
"1381",FALSE,"budget",277,1.7457
"1382",FALSE,"extended",277,13.816
"1383",FALSE,"local",277,2.4613
"1384",FALSE,"metro",277,3.3422
"1385",TRUE,"standard",277,1.7544
"1386",FALSE,"budget",278,1.9685
"1387",FALSE,"extended",278,13.816
"1388",FALSE,"local",278,2.5416
"1389",TRUE,"metro",278,3.3422
"1390",FALSE,"standard",278,1.7544
"1391",FALSE,"budget",279,1.3218
"1392",FALSE,"extended",279,13.816
"1393",FALSE,"local",279,2.3321
"1394",FALSE,"metro",279,3.3422
"1395",TRUE,"standard",279,1.7544
"1396",TRUE,"budget",280,1.1878
"1397",FALSE,"extended",280,13.816
"1398",FALSE,"local",280,2.3204
"1399",FALSE,"metro",280,3.3422
"1400",FALSE,"standard",280,1.7544
"1401",FALSE,"budget",281,1.3888
"1402",FALSE,"extended",281,13.816
"1403",TRUE,"local",281,2.3302
"1404",FALSE,"metro",281,3.3422
"1405",FALSE,"standard",281,1.7544
"1406",FALSE,"budget",282,1.4702
"1407",FALSE,"extended",282,13.816
"1408",TRUE,"local",282,2.3988
"1409",FALSE,"metro",282,3.3422
"1410",FALSE,"standard",282,1.7544
"1411",FALSE,"budget",283,1.2698
"1412",FALSE,"extended",283,13.816
"1413",TRUE,"local",283,2.3204
"1414",FALSE,"metro",283,3.3422
"1415",FALSE,"standard",283,1.7544
"1416",FALSE,"budget",284,3.0146
"1417",FALSE,"extended",284,13.816
"1418",FALSE,"local",284,2.7556
"1419",TRUE,"metro",284,3.1476
"1420",FALSE,"standard",284,2.9381
"1421",FALSE,"budget",285,2.4706
"1422",FALSE,"extended",285,13.816
"1423",FALSE,"local",285,2.5749
"1424",FALSE,"metro",285,3.1476
"1425",TRUE,"standard",285,2.3351
"1426",FALSE,"budget",286,1.6563
"1427",FALSE,"extended",286,13.816
"1428",FALSE,"local",286,2.1377
"1429",FALSE,"metro",286,13.816
"1430",TRUE,"standard",286,1.7544
"1431",TRUE,"budget",287,1.2975
"1432",FALSE,"extended",287,13.816
"1433",FALSE,"local",287,2.1377
"1434",FALSE,"metro",287,13.816
"1435",FALSE,"standard",287,1.7544
"1436",FALSE,"budget",288,4.0008
"1437",FALSE,"extended",288,13.816
"1438",FALSE,"local",288,3.605
"1439",TRUE,"metro",288,3.1476
"1440",FALSE,"standard",288,3.9729
"1441",FALSE,"budget",289,1.9006
"1442",FALSE,"extended",289,13.816
"1443",FALSE,"local",289,2.5145
"1444",FALSE,"metro",289,3.1476
"1445",TRUE,"standard",289,1.7544
"1446",FALSE,"budget",290,1.9213
"1447",FALSE,"extended",290,13.816
"1448",FALSE,"local",290,2.508
"1449",FALSE,"metro",290,3.1476
"1450",TRUE,"standard",290,1.7544
"1451",FALSE,"budget",291,2.5321
"1452",FALSE,"extended",291,13.816
"1453",TRUE,"local",291,2.1377
"1454",FALSE,"metro",291,13.816
"1455",FALSE,"standard",291,2.4051
"1456",FALSE,"budget",292,1.3987
"1457",FALSE,"extended",292,13.816
"1458",TRUE,"local",292,2.1377
"1459",FALSE,"metro",292,13.816
"1460",FALSE,"standard",292,1.7544
"1461",TRUE,"budget",293,1.5644
"1462",FALSE,"extended",293,13.816
"1463",FALSE,"local",293,2.508
"1464",FALSE,"metro",293,3.1476
"1465",FALSE,"standard",293,1.7544
"1466",FALSE,"budget",294,2.8713
"1467",FALSE,"extended",294,13.816
"1468",TRUE,"local",294,2.8154
"1469",FALSE,"metro",294,3.1476
"1470",FALSE,"standard",294,2.7825
"1471",FALSE,"budget",295,2.9365
"1472",FALSE,"extended",295,13.816
"1473",FALSE,"local",295,3.2363
"1474",TRUE,"metro",295,3.3422
"1475",FALSE,"standard",295,2.8536
"1476",FALSE,"budget",296,2.6518
"1477",FALSE,"extended",296,13.816
"1478",TRUE,"local",296,2.8848
"1479",FALSE,"metro",296,3.3422
"1480",FALSE,"standard",296,2.54
"1481",FALSE,"budget",297,2.4397
"1482",FALSE,"extended",297,13.816
"1483",TRUE,"local",297,2.8976
