"","alt","choice","price","mincost","extras","network","sms","design","complexity"
"3220",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3221",1,0,170,135,"games","other",0.17,"basic","no"
"3222",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3223",1,0,170,135,"games","other",0.17,"basic","no"
"3224",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3225",1,0,170,135,"games","other",0.17,"basic","no"
"3226",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3227",1,0,170,135,"games","other",0.17,"basic","no"
"3228",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3229",1,0,170,135,"games","other",0.17,"basic","no"
"3230",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3231",1,0,170,135,"games","other",0.17,"basic","no"
"3232",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3233",1,0,170,135,"games","other",0.17,"basic","no"
"3234",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3235",1,0,170,135,"games","other",0.17,"basic","no"
"3236",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3237",1,0,170,135,"games","other",0.17,"basic","no"
"3238",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3239",1,0,170,135,"games","other",0.17,"basic","no"
"3240",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3241",1,0,170,135,"games","other",0.17,"basic","no"
"3242",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3243",1,0,170,135,"games","other",0.17,"basic","no"
"3244",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3245",1,0,170,135,"games","other",0.17,"basic","no"
"3246",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3247",1,0,170,135,"games","other",0.17,"basic","no"
"3248",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3249",1,0,170,135,"games","other",0.17,"basic","no"
"3250",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3251",1,0,170,135,"games","other",0.17,"basic","no"
"3252",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3253",1,0,170,135,"games","other",0.17,"basic","no"
"3254",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3255",1,0,170,135,"games","other",0.17,"basic","no"
"3256",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3257",1,0,170,135,"games","other",0.17,"basic","no"
"3258",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3259",1,0,170,135,"games","other",0.17,"basic","no"
"3260",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3261",1,0,170,135,"games","other",0.17,"basic","no"
"3262",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3263",1,0,170,135,"games","other",0.17,"basic","no"
"3264",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3265",1,0,170,135,"games","other",0.17,"basic","no"
"3266",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3267",1,0,170,135,"games","other",0.17,"basic","no"
"3268",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3269",1,0,170,135,"games","other",0.17,"basic","no"
"3270",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3271",1,0,170,135,"games","other",0.17,"basic","no"
"3272",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3273",1,0,170,135,"games","other",0.17,"basic","no"
"3274",2,1,100,170,"camera","KPNVodafone",0.23,"trendy","yes"
"3275",1,1,135,135,"camera","other",0.17,"basic","no"
"3276",2,0,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3277",1,1,135,135,"camera","other",0.17,"basic","no"
"3278",2,0,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3279",1,1,135,135,"camera","other",0.17,"basic","no"
"3280",2,0,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3281",1,1,135,135,"camera","other",0.17,"basic","no"
"3282",2,0,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3283",1,1,135,135,"camera","other",0.17,"basic","no"
"3284",2,0,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3285",1,1,135,135,"camera","other",0.17,"basic","no"
"3286",2,0,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3287",1,1,135,135,"camera","other",0.17,"basic","no"
"3288",2,0,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3289",1,1,135,135,"camera","other",0.17,"basic","no"
"3290",2,0,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3291",1,1,135,135,"camera","other",0.17,"basic","no"
"3292",2,0,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3293",1,1,135,135,"camera","other",0.17,"basic","no"
"3294",2,0,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3295",1,1,135,135,"camera","other",0.17,"basic","no"
"3296",2,0,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3297",1,1,135,135,"camera","other",0.17,"basic","no"
"3298",2,0,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3299",1,1,135,135,"camera","other",0.17,"basic","no"
"3300",2,0,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3301",1,1,135,135,"camera","other",0.17,"basic","no"
"3302",2,0,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3303",1,1,135,135,"camera","other",0.17,"basic","no"
"3304",2,0,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3305",1,1,135,135,"camera","other",0.17,"basic","no"
"3306",2,0,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3307",1,1,135,135,"camera","other",0.17,"basic","no"
"3308",2,0,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3309",1,1,135,135,"camera","other",0.17,"basic","no"
"3310",2,0,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3311",1,1,135,135,"camera","other",0.17,"basic","no"
"3312",2,0,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3313",1,1,135,135,"camera","other",0.17,"basic","no"
"3314",2,0,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3315",1,1,135,135,"camera","other",0.17,"basic","no"
"3316",2,0,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3317",1,0,135,135,"camera","other",0.17,"basic","no"
"3318",2,1,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3319",1,0,135,135,"camera","other",0.17,"basic","no"
"3320",2,1,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3321",1,0,135,135,"camera","other",0.17,"basic","no"
"3322",2,1,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3323",1,0,135,135,"camera","other",0.17,"basic","no"
"3324",2,1,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3325",1,0,135,135,"camera","other",0.17,"basic","no"
"3326",2,1,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3327",1,0,135,135,"camera","other",0.17,"basic","no"
"3328",2,1,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3329",1,0,135,135,"camera","other",0.17,"basic","no"
"3330",2,1,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3331",1,0,135,135,"camera","other",0.17,"basic","no"
"3332",2,1,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3333",1,0,135,135,"camera","other",0.17,"basic","no"
"3334",2,1,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3335",1,0,135,135,"camera","other",0.17,"basic","no"
"3336",2,1,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3337",1,0,135,135,"camera","other",0.17,"basic","no"
"3338",2,1,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3339",1,0,135,135,"camera","other",0.17,"basic","no"
"3340",2,1,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3341",1,0,135,135,"camera","other",0.17,"basic","no"
"3342",2,1,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3343",1,0,135,135,"camera","other",0.17,"basic","no"
"3344",2,1,170,100,"internet","KPNVodafone",0.23,"trendy","no"
"3345",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3346",2,0,135,170,"camera","other",0.23,"basic","yes"
"3347",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3348",2,0,135,170,"camera","other",0.23,"basic","yes"
"3349",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3350",2,0,135,170,"camera","other",0.23,"basic","yes"
"3351",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3352",2,0,135,170,"camera","other",0.23,"basic","yes"
"3353",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3354",2,0,135,170,"camera","other",0.23,"basic","yes"
"3355",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3356",2,0,135,170,"camera","other",0.23,"basic","yes"
"3357",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3358",2,0,135,170,"camera","other",0.23,"basic","yes"
"3359",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3360",2,0,135,170,"camera","other",0.23,"basic","yes"
"3361",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3362",2,0,135,170,"camera","other",0.23,"basic","yes"
"3363",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3364",2,0,135,170,"camera","other",0.23,"basic","yes"
"3365",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3366",2,0,135,170,"camera","other",0.23,"basic","yes"
"3367",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3368",2,0,135,170,"camera","other",0.23,"basic","yes"
"3369",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3370",2,0,135,170,"camera","other",0.23,"basic","yes"
"3371",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3372",2,0,135,170,"camera","other",0.23,"basic","yes"
"3373",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3374",2,0,135,170,"camera","other",0.23,"basic","yes"
"3375",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3376",2,0,135,170,"camera","other",0.23,"basic","yes"
"3377",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3378",2,0,135,170,"camera","other",0.23,"basic","yes"
"3379",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3380",2,0,135,170,"camera","other",0.23,"basic","yes"
"3381",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3382",2,0,135,170,"camera","other",0.23,"basic","yes"
"3383",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3384",2,0,135,170,"camera","other",0.23,"basic","yes"
"3385",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3386",2,0,135,170,"camera","other",0.23,"basic","yes"
"3387",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3388",2,0,135,170,"camera","other",0.23,"basic","yes"
"3389",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3390",2,0,135,170,"camera","other",0.23,"basic","yes"
"3391",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3392",2,0,135,170,"camera","other",0.23,"basic","yes"
"3393",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3394",2,0,135,170,"camera","other",0.23,"basic","yes"
"3395",1,1,100,135,"games","KPNVodafone",0.17,"basic","no"
"3396",2,0,135,170,"camera","other",0.23,"basic","yes"
"3397",1,0,100,135,"games","KPNVodafone",0.17,"basic","no"
"3398",2,1,135,170,"camera","other",0.23,"basic","yes"
"3399",1,0,100,135,"games","KPNVodafone",0.17,"basic","no"
"3400",2,1,135,170,"camera","other",0.23,"basic","yes"
"3401",1,0,100,135,"games","KPNVodafone",0.17,"basic","no"
"3402",2,1,135,170,"camera","other",0.23,"basic","yes"
"3403",1,0,100,135,"games","KPNVodafone",0.17,"basic","no"
"3404",2,1,135,170,"camera","other",0.23,"basic","yes"
"3405",1,0,100,135,"games","KPNVodafone",0.17,"basic","no"
"3406",2,1,135,170,"camera","other",0.23,"basic","yes"
"3407",1,0,100,135,"games","KPNVodafone",0.17,"basic","no"
"3408",2,1,135,170,"camera","other",0.23,"basic","yes"
"3409",1,0,100,135,"games","KPNVodafone",0.17,"basic","no"
"3410",2,1,135,170,"camera","other",0.23,"basic","yes"
"3411",1,0,100,135,"games","KPNVodafone",0.17,"basic","no"
"3412",2,1,135,170,"camera","other",0.23,"basic","yes"
"3413",1,0,100,135,"games","KPNVodafone",0.17,"basic","no"
"3414",2,1,135,170,"camera","other",0.23,"basic","yes"
"3415",1,1,135,135,"games","other",0.23,"trendy","no"
"3416",2,0,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3417",1,1,135,135,"games","other",0.23,"trendy","no"
"3418",2,0,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3419",1,1,135,135,"games","other",0.23,"trendy","no"
"3420",2,0,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3421",1,1,135,135,"games","other",0.23,"trendy","no"
"3422",2,0,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3423",1,1,135,135,"games","other",0.23,"trendy","no"
"3424",2,0,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3425",1,1,135,135,"games","other",0.23,"trendy","no"
"3426",2,0,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3427",1,1,135,135,"games","other",0.23,"trendy","no"
"3428",2,0,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3429",1,1,135,135,"games","other",0.23,"trendy","no"
"3430",2,0,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3431",1,1,135,135,"games","other",0.23,"trendy","no"
"3432",2,0,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3433",1,1,135,135,"games","other",0.23,"trendy","no"
"3434",2,0,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3435",1,1,135,135,"games","other",0.23,"trendy","no"
"3436",2,0,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3437",1,1,135,135,"games","other",0.23,"trendy","no"
"3438",2,0,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3439",1,1,135,135,"games","other",0.23,"trendy","no"
"3440",2,0,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3441",1,1,135,135,"games","other",0.23,"trendy","no"
"3442",2,0,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3443",1,0,135,135,"games","other",0.23,"trendy","no"
"3444",2,1,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3445",1,0,135,135,"games","other",0.23,"trendy","no"
"3446",2,1,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3447",1,0,135,135,"games","other",0.23,"trendy","no"
"3448",2,1,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3449",1,0,135,135,"games","other",0.23,"trendy","no"
"3450",2,1,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3451",1,0,135,135,"games","other",0.23,"trendy","no"
"3452",2,1,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3453",1,0,135,135,"games","other",0.23,"trendy","no"
"3454",2,1,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3455",1,0,135,135,"games","other",0.23,"trendy","no"
"3456",2,1,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3457",1,0,135,135,"games","other",0.23,"trendy","no"
"3458",2,1,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3459",1,0,135,135,"games","other",0.23,"trendy","no"
"3460",2,1,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3461",1,0,135,135,"games","other",0.23,"trendy","no"
"3462",2,1,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3463",1,0,135,135,"games","other",0.23,"trendy","no"
"3464",2,1,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3465",1,0,135,135,"games","other",0.23,"trendy","no"
"3466",2,1,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3467",1,0,135,135,"games","other",0.23,"trendy","no"
"3468",2,1,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3469",1,0,135,135,"games","other",0.23,"trendy","no"
"3470",2,1,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3471",1,0,135,135,"games","other",0.23,"trendy","no"
"3472",2,1,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3473",1,0,135,135,"games","other",0.23,"trendy","no"
"3474",2,1,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3475",1,0,135,135,"games","other",0.23,"trendy","no"
"3476",2,1,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3477",1,0,135,135,"games","other",0.23,"trendy","no"
"3478",2,1,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3479",1,0,135,135,"games","other",0.23,"trendy","no"
"3480",2,1,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3481",1,0,135,135,"games","other",0.23,"trendy","no"
"3482",2,1,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3483",1,0,135,135,"games","other",0.23,"trendy","no"
"3484",2,1,170,100,"internet","KPNVodafone",0.17,"basic","no"
"3485",1,1,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3486",2,0,100,170,"internet","other",0.23,"trendy","no"
"3487",1,1,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3488",2,0,100,170,"internet","other",0.23,"trendy","no"
"3489",1,1,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3490",2,0,100,170,"internet","other",0.23,"trendy","no"
"3491",1,1,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3492",2,0,100,170,"internet","other",0.23,"trendy","no"
"3493",1,1,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3494",2,0,100,170,"internet","other",0.23,"trendy","no"
"3495",1,1,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3496",2,0,100,170,"internet","other",0.23,"trendy","no"
"3497",1,1,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3498",2,0,100,170,"internet","other",0.23,"trendy","no"
"3499",1,1,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3500",2,0,100,170,"internet","other",0.23,"trendy","no"
"3501",1,1,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3502",2,0,100,170,"internet","other",0.23,"trendy","no"
"3503",1,1,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3504",2,0,100,170,"internet","other",0.23,"trendy","no"
"3505",1,1,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3506",2,0,100,170,"internet","other",0.23,"trendy","no"
"3507",1,1,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3508",2,0,100,170,"internet","other",0.23,"trendy","no"
"3509",1,1,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3510",2,0,100,170,"internet","other",0.23,"trendy","no"
"3511",1,1,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3512",2,0,100,170,"internet","other",0.23,"trendy","no"
"3513",1,1,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3514",2,0,100,170,"internet","other",0.23,"trendy","no"
"3515",1,1,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3516",2,0,100,170,"internet","other",0.23,"trendy","no"
"3517",1,1,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3518",2,0,100,170,"internet","other",0.23,"trendy","no"
"3519",1,1,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3520",2,0,100,170,"internet","other",0.23,"trendy","no"
"3521",1,1,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3522",2,0,100,170,"internet","other",0.23,"trendy","no"
"3523",1,1,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3524",2,0,100,170,"internet","other",0.23,"trendy","no"
"3525",1,0,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3526",2,1,100,170,"internet","other",0.23,"trendy","no"
"3527",1,0,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3528",2,1,100,170,"internet","other",0.23,"trendy","no"
"3529",1,0,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3530",2,1,100,170,"internet","other",0.23,"trendy","no"
"3531",1,0,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3532",2,1,100,170,"internet","other",0.23,"trendy","no"
"3533",1,0,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3534",2,1,100,170,"internet","other",0.23,"trendy","no"
"3535",1,0,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3536",2,1,100,170,"internet","other",0.23,"trendy","no"
"3537",1,0,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3538",2,1,100,170,"internet","other",0.23,"trendy","no"
"3539",1,0,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3540",2,1,100,170,"internet","other",0.23,"trendy","no"
"3541",1,0,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3542",2,1,100,170,"internet","other",0.23,"trendy","no"
"3543",1,0,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3544",2,1,100,170,"internet","other",0.23,"trendy","no"
"3545",1,0,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3546",2,1,100,170,"internet","other",0.23,"trendy","no"
"3547",1,0,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3548",2,1,100,170,"internet","other",0.23,"trendy","no"
"3549",1,0,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3550",2,1,100,170,"internet","other",0.23,"trendy","no"
"3551",1,0,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3552",2,1,100,170,"internet","other",0.23,"trendy","no"
"3553",1,0,170,100,"camera","KPNVodafone",0.17,"basic","no"
"3554",2,1,100,170,"internet","other",0.23,"trendy","no"
"3555",1,1,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3556",2,0,100,135,"internet","other",0.17,"basic","no"
"3557",1,1,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3558",2,0,100,135,"internet","other",0.17,"basic","no"
"3559",1,1,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3560",2,0,100,135,"internet","other",0.17,"basic","no"
"3561",1,1,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3562",2,0,100,135,"internet","other",0.17,"basic","no"
"3563",1,1,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3564",2,0,100,135,"internet","other",0.17,"basic","no"
"3565",1,1,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3566",2,0,100,135,"internet","other",0.17,"basic","no"
"3567",1,1,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3568",2,0,100,135,"internet","other",0.17,"basic","no"
"3569",1,1,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3570",2,0,100,135,"internet","other",0.17,"basic","no"
"3571",1,1,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3572",2,0,100,135,"internet","other",0.17,"basic","no"
"3573",1,1,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3574",2,0,100,135,"internet","other",0.17,"basic","no"
"3575",1,1,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3576",2,0,100,135,"internet","other",0.17,"basic","no"
"3577",1,1,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3578",2,0,100,135,"internet","other",0.17,"basic","no"
"3579",1,1,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3580",2,0,100,135,"internet","other",0.17,"basic","no"
"3581",1,1,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3582",2,0,100,135,"internet","other",0.17,"basic","no"
"3583",1,1,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3584",2,0,100,135,"internet","other",0.17,"basic","no"
"3585",1,1,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3586",2,0,100,135,"internet","other",0.17,"basic","no"
"3587",1,0,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3588",2,1,100,135,"internet","other",0.17,"basic","no"
"3589",1,0,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3590",2,1,100,135,"internet","other",0.17,"basic","no"
"3591",1,0,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3592",2,1,100,135,"internet","other",0.17,"basic","no"
"3593",1,0,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3594",2,1,100,135,"internet","other",0.17,"basic","no"
"3595",1,0,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3596",2,1,100,135,"internet","other",0.17,"basic","no"
"3597",1,0,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3598",2,1,100,135,"internet","other",0.17,"basic","no"
"3599",1,0,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3600",2,1,100,135,"internet","other",0.17,"basic","no"
"3601",1,0,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3602",2,1,100,135,"internet","other",0.17,"basic","no"
"3603",1,0,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3604",2,1,100,135,"internet","other",0.17,"basic","no"
"3605",1,0,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3606",2,1,100,135,"internet","other",0.17,"basic","no"
"3607",1,0,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3608",2,1,100,135,"internet","other",0.17,"basic","no"
"3609",1,0,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3610",2,1,100,135,"internet","other",0.17,"basic","no"
"3611",1,0,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3612",2,1,100,135,"internet","other",0.17,"basic","no"
"3613",1,0,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3614",2,1,100,135,"internet","other",0.17,"basic","no"
"3615",1,0,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3616",2,1,100,135,"internet","other",0.17,"basic","no"
"3617",1,0,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3618",2,1,100,135,"internet","other",0.17,"basic","no"
"3619",1,0,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3620",2,1,100,135,"internet","other",0.17,"basic","no"
"3621",1,0,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3622",2,1,100,135,"internet","other",0.17,"basic","no"
"3623",1,0,170,100,"camera","KPNVodafone",0.23,"trendy","yes"
"3624",2,1,100,135,"internet","other",0.17,"basic","no"
"3625",1,1,170,135,"internet","KPNVodafone",0.17,"basic","no"
"3626",2,0,100,170,"games","other",0.23,"trendy","no"
"3627",1,1,170,135,"internet","KPNVodafone",0.17,"basic","no"
"3628",2,0,100,170,"games","other",0.23,"trendy","no"
"3629",1,1,170,135,"internet","KPNVodafone",0.17,"basic","no"
"3630",2,0,100,170,"games","other",0.23,"trendy","no"
"3631",1,1,170,135,"internet","KPNVodafone",0.17,"basic","no"
"3632",2,0,100,170,"games","other",0.23,"trendy","no"
"3633",1,1,170,135,"internet","KPNVodafone",0.17,"basic","no"
"3634",2,0,100,170,"games","other",0.23,"trendy","no"
"3635",1,1,170,135,"internet","KPNVodafone",0.17,"basic","no"
"3636",2,0,100,170,"games","other",0.23,"trendy","no"
"3637",1,1,170,135,"internet","KPNVodafone",0.17,"basic","no"
"3638",2,0,100,170,"games","other",0.23,"trendy","no"
"3639",1,1,170,135,"internet","KPNVodafone",0.17,"basic","no"
"3640",2,0,100,170,"games","other",0.23,"trendy","no"
"3641",1,1,170,135,"internet","KPNVodafone",0.17,"basic","no"
"3642",2,0,100,170,"games","other",0.23,"trendy","no"
"3643",1,1,170,135,"internet","KPNVodafone",0.17,"basic","no"
"3644",2,0,100,170,"games","other",0.23,"trendy","no"
"3645",1,1,170,135,"internet","KPNVodafone",0.17,"basic","no"
"3646",2,0,100,170,"games","other",0.23,"trendy","no"
"3647",1,1,170,135,"internet","KPNVodafone",0.17,"basic","no"
"3648",2,0,100,170,"games","other",0.23,"trendy","no"
"3649",1,1,170,135,"internet","KPNVodafone",0.17,"basic","no"
"3650",2,0,100,170,"games","other",0.23,"trendy","no"
