"","id","src","route","toll.express","time.express","reliability.express","toll.freeway","time.freeway","reliability.freeway","occupance","size","sex","flexibility","distance","commute","age3050","income"
"196",2008477,"cal","freeway",3,-3.96800565719604,-1.19955539703369,0,0,0,1,5,"male","yes",13.1000003814697,"yes","no","low"
"197",2008485,"cal","freeway",3,-3.76852798461914,-0.74250990152359,0,0,0,2,5,"female","no",21.8400001525879,"yes","yes","med"
"198",2008489,"cal","freeway",3,-3.96111297607422,-1.54587244987488,0,0,0,1,5,"female","no",21.1800003051758,"yes","yes","high"
"199",2008537,"cal","freeway",2.90000009536743,-3.73152041435242,-0.660269200801849,0,0,0,2,4,"female","no",22.4300003051758,"yes","yes","med"
"200",2008588,"cal","express",3.25,-5.53078556060791,-1.295534491539,0,0,0,1,5,"female","no",24.0900001525879,"yes","yes","med"
"201",2008729,"cal","freeway",3.25,-3.9593551158905,-2.2547914981842,0,0,0,1,3,"female","no",33.2799987792969,"yes","yes","low"
"202",2008740,"cal","freeway",2.90000009536743,-1.32300639152527,-2.10484766960144,0,0,0,2,5,"male","yes",30.3199996948242,"yes","yes","low"
"203",2008741,"cal","freeway",3,-3.82081007957458,-0.842534780502319,0,0,0,2,4,"male","no",32.5800018310547,"yes","yes","high"
"204",2008764,"cal","freeway",3.25,-4.59452772140503,-2.05783271789551,0,0,0,1,2,"male","no",32.3499984741211,"yes","no","med"
"205",2009182,"cal","freeway",2.90000009536743,-1.37291014194489,-2.08478140830994,0,0,0,2,4,"female","no",10.6199998855591,"no","yes","med"
"206",2009195,"cal","freeway",3,-3.96945548057556,-1.56491994857788,0,0,0,1,3,"female","no",17.9099998474121,"yes","no","low"
"207",2009207,"cal","freeway",3,-3.0101797580719,-2.54880023002625,0,0,0,1,3,"male","yes",15.1700000762939,"yes","yes","high"
"208",2009386,"cal","freeway",2.90000009536743,-1.98245358467102,-2.90781307220459,0,0,0,1,3,"male","yes",35.560001373291,"yes","no","med"
"209",2009393,"cal","freeway",1.95000004768372,-1.16960668563843,-0.970160305500031,0,0,0,1,3,"male","no",24.7399997711182,"no","yes","med"
"210",2009428,"cal","freeway",2.90000009536743,-3.45333862304688,-0.709989726543427,0,0,0,1,3,"female","no",45.7099990844727,"yes","yes","med"
"211",2009449,"cal","freeway",3.25,-4.11096048355103,-2.1803240776062,0,0,0,1,4,"female","no",18.5,"yes","yes","med"
"212",2009511,"cal","freeway",2.90000009536743,-2.82557010650635,-0.4051393866539,0,0,0,1,6,"female","yes",43.2999992370605,"yes","yes","med"
"213",2009518,"cal","express",1.5,-3.81253027915955,-0.829618513584137,0,0,0,3,4,"male","no",47.2799987792969,"yes","yes","high"
"214",2010019,"cal","express",3.25,-4.70475435256958,-1.9619152545929,0,0,0,1,4,"male","no",27.5400009155273,"yes","yes","high"
"215",2010042,"cal","freeway",2.90000009536743,-3.49712824821472,-0.690745413303375,0,0,0,1,4,"male","yes",38.0900001525879,"yes","no","low"
"216",2010133,"cal","freeway",1.64999997615814,-0.603312909603119,-0.255661249160767,0,0,0,2,3,"male","yes",48,"yes","no","med"
"217",2010187,"cal","express",1.95000004768372,-0.995165884494781,-2.52702736854553,0,0,0,1,2,"female","yes",36.4799995422363,"yes","no","high"
"218",2015066,"cal","express",3,-4.00279855728149,-1.64101600646973,0,0,0,2,2,"male","no",23.0400009155273,"yes","yes","high"
"219",2015237,"cal","express",2.90000009536743,-3.33989644050598,-0.776789486408234,0,0,0,1,4,"male","no",50.4500007629395,"yes","yes","high"
"220",2100024,"cal","express",3,-4.42222833633423,-1.61547291278839,0,0,0,1,2,"male","yes",35.7099990844727,"yes","yes","low"
"221",2100111,"cal","freeway",1.95000004768372,-1.0257523059845,-1.93139564990997,0,0,0,1,5,"male","yes",18.2700004577637,"no","yes","low"
"222",2100155,"cal","express",2.90000009536743,-1.4244886636734,-2.13752770423889,0,0,0,1,3,"male","yes",19.3299999237061,"yes","yes","med"
"223",2100169,"cal","freeway",2.90000009536743,-2.72618508338928,-2.66049814224243,0,0,0,1,5,"female","yes",33.5499992370605,"yes","yes","med"
"224",2100217,"cal","express",3,-3.95936584472656,-1.17551255226135,0,0,0,2,4,"male","no",29.8600006103516,"yes","no","low"
"225",2100272,"cal","express",1.95000004768372,-0.934505939483643,-2.83215594291687,0,0,0,1,5,"male","no",22.7399997711182,"yes","yes","med"
"226",2150048,"cal","express",3,-3.76852798461914,-0.74250990152359,0,0,0,2,3,"male","yes",29.6599998474121,"yes","no","med"
"227",2150077,"cal","freeway",2.90000009536743,-3.34968447685242,-0.696974217891693,0,0,0,2,4,"female","no",33.5099983215332,"yes","yes","med"
"228",3001022,"cal","freeway",2.90000009536743,-2.14266037940979,-2.99455833435059,0,0,0,1,2,"female","no",36.1100006103516,"yes","yes","med"
"229",3001041,"cal","express",3,-3.87433409690857,-1.04477107524872,0,0,0,2,2,"female","no",57.4599990844727,"yes","yes","high"
"230",3001053,"cal","express",2.90000009536743,-3.73180961608887,-0.636059284210205,0,0,0,1,4,"male","yes",47.1100006103516,"yes","no","med"
"231",3001085,"cal","freeway",3,-4.55353116989136,-1.74439239501953,0,0,0,1,3,"male","no",23.7299995422363,"yes","yes","med"
"232",3001140,"cal","express",2.90000009536743,-3.27555251121521,-0.730259120464325,0,0,0,2,4,"male","no",82.0500030517578,"yes","yes","med"
"233",3001237,"cal","express",1.95000004768372,-0.934505939483643,-2.83215594291687,0,0,0,1,2,"male","yes",39.560001373291,"yes","yes","low"
"234",3001306,"cal","freeway",2.90000009536743,-3.74259543418884,-0.684972584247589,0,0,0,1,2,"male","no",71.5400009155273,"no","no","high"
"235",3001328,"cal","express",3,-4.00279855728149,-1.64101600646973,0,0,0,2,2,"male","no",32.1699981689453,"yes","yes","med"
"236",3001337,"cal","freeway",3,-3.78704714775085,-0.783575475215912,0,0,0,1,4,"male","yes",22.5300006866455,"yes","no","high"
"237",3001349,"cal","express",2.90000009536743,-1.52998292446136,-2.43867373466492,0,0,0,2,2,"male","no",53.6199989318848,"no","no","med"
"238",3001384,"cal","express",1.95000004768372,-1.02521085739136,-2.41142129898071,0,0,0,1,2,"male","yes",44.310001373291,"yes","no","low"
"239",3001400,"cal","freeway",3.25,-3.63232684135437,-2.3451132774353,0,0,0,1,3,"male","yes",25.1299991607666,"yes","yes","high"
"240",3001428,"cal","freeway",3,-4.61669111251831,-1.69444584846497,0,0,0,1,5,"male","no",44.9099998474121,"yes","yes","med"
"241",3001446,"cal","freeway",2.90000009536743,-1.95440995693207,-0.19045689702034,0,0,0,1,2,"male","yes",26.4400005340576,"yes","no","low"
"242",3001493,"cal","freeway",2.90000009536743,-1.46556544303894,-2.38107848167419,0,0,0,1,2,"male","no",44.6199989318848,"yes","no","low"
"243",3001527,"cal","freeway",2.90000009536743,-2.74022221565247,-0.394724011421204,0,0,0,2,5,"male","no",59.2200012207031,"yes","no","med"
"244",3001538,"cal","express",3,-3.79833388328552,-0.784223020076752,0,0,0,1,2,"male","yes",46.5200004577637,"yes","no","med"
"245",3001577,"cal","freeway",1.64999997615814,-0.495909154415131,-0.213334992527962,0,0,0,1,5,"female","no",61.6599998474121,"yes","no","low"
"246",4000021,"cal","freeway",2.90000009536743,-2.18904304504395,-0.364484488964081,0,0,0,2,6,"male","no",25.2099990844727,"yes","yes","low"
"247",4000105,"cal","freeway",1.45000004768372,-3.74259543418884,-0.684972584247589,0,0,0,3,2,"female","no",26.1000003814697,"yes","yes","low"
"248",4000118,"cal","freeway",2.90000009536743,-3.73180961608887,-0.636059284210205,0,0,0,2,3,"female","no",49.5999984741211,"yes","yes","low"
"249",4000126,"cal","express",2.90000009536743,-2.85698175430298,-2.62815165519714,0,0,0,1,9,"male","yes",36.8199996948242,"yes","yes","low"
"250",4000150,"cal","freeway",2.90000009536743,-1.11429393291473,-2.14600467681885,0,0,0,1,4,"male","yes",55.7599983215332,"yes","yes","low"
"251",4000164,"cal","express",3,-4.70396089553833,-1.76747107505798,0,0,0,1,5,"female","no",19.3299999237061,"no","no","med"
"252",4000245,"cal","freeway",3,-4.70396089553833,-1.76747107505798,0,0,0,1,4,"male","no",37.2099990844727,"yes","no","low"
"253",4000307,"cal","freeway",1.5,-3.8228816986084,-0.851870000362396,0,0,0,3,3,"male","no",25.0200004577637,"yes","yes","low"
"254",4000317,"cal","freeway",3.25,-4.70475435256958,-1.9619152545929,0,0,0,1,4,"male","yes",54.8600006103516,"yes","yes","med"
"255",4000339,"cal","express",1.95000004768372,-1.184321641922,-0.718051493167877,0,0,0,1,6,"male","yes",76.3499984741211,"no","yes","high"
"256",4000350,"cal","freeway",3,-4.47656583786011,-1.70571744441986,0,0,0,1,2,"female","no",17.1299991607666,"yes","no","high"
"257",4000510,"cal","freeway",2.90000009536743,-1.21000528335571,-1.85192716121674,0,0,0,1,2,"male","no",22.6700000762939,"no","no","med"
"258",4000625,"cal","freeway",1.64999997615814,-0.427494496107101,-0.0691821873188019,0,0,0,1,4,"male","yes",48.310001373291,"yes","yes","low"
"259",4000639,"cal","express",1.5,-4.34590101242065,-1.60500490665436,0,0,0,3,2,"male","yes",29.8999996185303,"yes","yes","low"
"260",4000669,"cal","freeway",2.90000009536743,-2.82557010650635,-0.4051393866539,0,0,0,1,2,"male","yes",72.5800018310547,"yes","no","high"
"261",4000677,"cal","express",3.25,-4.8493914604187,-1.76664662361145,0,0,0,2,2,"male","yes",50.060001373291,"no","no","high"
"262",4000791,"cal","freeway",2.90000009536743,-2.92208170890808,-0.520741403102875,0,0,0,1,5,"male","yes",37.9199981689453,"yes","no","med"
"263",4000855,"cal","express",3,-3.96800565719604,-1.19955539703369,0,0,0,1,4,"male","yes",16.5699996948242,"yes","yes","high"
"264",4000866,"cal","freeway",1.45000004768372,-3.64956331253052,-0.5792276263237,0,0,0,3,5,"female","no",20.3099994659424,"no","yes","med"
"265",4000883,"cal","freeway",2.90000009536743,-1.95440995693207,-0.19045689702034,0,0,0,1,2,"female","yes",17.1200008392334,"no","yes","low"
"266",4000885,"cal","freeway",3,-3.83762168884277,-0.894240200519562,0,0,0,2,5,"male","no",27.5400009155273,"yes","yes","low"
"267",4000895,"cal","freeway",2.90000009536743,-2.92208170890808,-0.520741403102875,0,0,0,1,4,"female","yes",41.1399993896484,"yes","no","med"
"268",4000897,"cal","freeway",3,-4.01117992401123,-1.66000688076019,0,0,0,1,3,"male","no",26.5799999237061,"no","yes","med"
"269",4000948,"cal","freeway",2.90000009536743,-1.1563206911087,-2.05693459510803,0,0,0,1,3,"male","no",16.0599994659424,"yes","yes","low"
"270",4000979,"cal","freeway",3,-3.82081007957458,-0.842534780502319,0,0,0,1,5,"male","no",61.3400001525879,"yes","yes","low"
"271",4001008,"cal","express",3,-4.32852268218994,-1.40380275249481,0,0,0,1,4,"female","no",20.4599990844727,"no","no","low"
"272",4001028,"cal","freeway",3,-4.48538160324097,-1.37879228591919,0,0,0,1,2,"male","no",59.9300003051758,"no","yes","med"
"273",4001182,"cal","express",2.90000009536743,-3.67770981788635,-0.588957607746124,0,0,0,1,3,"male","no",36.4799995422363,"yes","yes","low"
"274",4001183,"cal","freeway",1.95000004768372,-1.07401371002197,-1.49456584453583,0,0,0,1,4,"male","yes",33.8499984741211,"no","yes","med"
"275",4001336,"cal","express",2.90000009536743,-2.92208170890808,-0.520741403102875,0,0,0,1,4,"male","yes",32.8699989318848,"yes","yes","high"
"276",4001345,"cal","freeway",3,-4.48538160324097,-1.37879228591919,0,0,0,1,3,"male","no",22.9200000762939,"yes","yes","med"
"277",4001366,"cal","freeway",3,-4.00259828567505,-1.49866199493408,0,0,0,1,4,"male","yes",15.460000038147,"yes","yes","med"
"278",4001392,"cal","freeway",3.25,-3.67594623565674,-2.32605719566345,0,0,0,1,4,"male","no",29.9500007629395,"yes","yes","low"
"279",4001424,"cal","express",3,-2.48606657981873,-2.82676029205322,0,0,0,2,3,"female","no",26.7000007629395,"yes","yes","low"
"280",4001522,"cal","express",2.90000009536743,-1.1563206911087,-2.05693459510803,0,0,0,2,2,"female","no",56.9599990844727,"yes","yes","med"
"281",4001533,"cal","freeway",1.5,-4.47656583786011,-1.70571744441986,0,0,0,3,6,"female","no",22.7999992370605,"yes","yes","med"
"282",4001541,"cal","express",3,-3.8228816986084,-0.851870000362396,0,0,0,1,2,"female","no",26.1000003814697,"yes","no","low"
"283",4001542,"cal","freeway",3.25,-5.53078556060791,-1.295534491539,0,0,0,1,4,"male","no",30.9300003051758,"yes","no","med"
"284",4001558,"cal","express",3.25,-5.58352851867676,-1.2533186674118,0,0,0,2,4,"male","no",26.4899997711182,"yes","yes","high"
"285",4001589,"cal","freeway",2.90000009536743,-3.40932583808899,-0.677357077598572,0,0,0,2,5,"male","yes",48.5400009155273,"yes","yes","low"
"286",4001618,"cal","express",2.90000009536743,-1.08499038219452,-2.2294397354126,0,0,0,1,3,"male","yes",33.2000007629395,"yes","no","high"
"287",4001650,"cal","express",2.90000009536743,-1.46556544303894,-2.38107848167419,0,0,0,1,3,"female","no",51.939998626709,"yes","yes","low"
"288",4001655,"cal","express",1.45000004768372,-2.39607810974121,-0.396906912326813,0,0,0,3,4,"female","yes",30.9300003051758,"yes","yes","med"
"289",4001740,"cal","freeway",3.25,-3.98098111152649,-2.1449236869812,0,0,0,1,2,"male","no",18.9899997711182,"yes","no","med"
"290",4001760,"cal","freeway",2.90000009536743,-2.04728245735168,-2.94881963729858,0,0,0,1,4,"male","yes",71.5299987792969,"yes","yes","med"
"291",4001800,"cal","express",2.90000009536743,-1.1563206911087,-2.05693459510803,0,0,0,1,3,"female","no",61.3899993896484,"yes","yes","med"
"292",4001883,"cal","freeway",2.90000009536743,-2.76837301254272,-0.400706887245178,0,0,0,2,3,"female","no",35.310001373291,"yes","yes","low"
"293",4001915,"cal","freeway",3,-3.78704714775085,-0.783575475215912,0,0,0,1,5,"male","yes",47.0400009155273,"yes","yes","med"
"294",4001952,"cal","express",3,-4.47656583786011,-1.70571744441986,0,0,0,1,4,"female","no",26.7000007629395,"yes","yes","med"
"295",4001953,"cal","express",3.25,-3.9593551158905,-2.2547914981842,0,0,0,1,4,"male","no",24.6800003051758,"yes","yes","med"
"296",4002055,"cal","express",1.95000004768372,-1.0257523059845,-1.93139564990997,0,0,0,1,5,"male","no",43,"yes","yes","med"
"297",4002106,"cal","freeway",1.64999997615814,-1.63612914085388,-0.167431205511093,0,0,0,1,5,"male","yes",38.4799995422363,"yes","yes","med"
"298",4002128,"cal","freeway",2.90000009536743,-3.66086578369141,-0.575805306434631,0,0,0,2,2,"male","no",30.1299991607666,"yes","yes","med"
"299",4002140,"cal","freeway",3.25,-5.61555242538452,-1.35284662246704,0,0,0,1,2,"female","no",26.4400005340576,"yes","yes","low"
"300",4002162,"cal","freeway",3,-4.40030765533447,-1.60842764377594,0,0,0,1,3,"male","no",29,"yes","yes","low"
"301",4002257,"cal","freeway",3.25,-4.38305902481079,-2.1588134765625,0,0,0,2,2,"male","no",16.1800003051758,"yes","no","low"
"302",4002281,"cal","freeway",3,-4.48538160324097,-1.37879228591919,0,0,0,1,3,"female","yes",22.4500007629395,"yes","no","med"
"303",4002317,"cal","freeway",3.25,-4.15275192260742,-2.3289213180542,0,0,0,2,5,"male","yes",37.0499992370605,"yes","yes","med"
"304",4002333,"cal","freeway",3.25,-4.34278869628906,-2.18704843521118,0,0,0,1,5,"male","no",23.7199993133545,"yes","yes","low"
"305",4002350,"cal","freeway",2.90000009536743,-2.72618508338928,-2.66049814224243,0,0,0,2,6,"male","yes",20.3899993896484,"yes","yes","low"
"306",4002395,"cal","freeway",3,-3.76111960411072,-0.726060688495636,0,0,0,1,4,"female","no",10.1800003051758,"yes","no","med"
"307",4002430,"cal","freeway",3.25,-4.2474308013916,-2.25831890106201,0,0,0,1,2,"male","yes",30.25,"yes","no","med"
"308",4002436,"cal","freeway",2.90000009536743,-2.76837301254272,-0.400706887245178,0,0,0,1,5,"female","no",29.5100002288818,"yes","yes","med"
"309",4002491,"cal","freeway",1.625,-5.36456966400146,-1.36967623233795,0,0,0,3,4,"female","no",14.1700000762939,"yes","yes","med"
"310",4002497,"cal","freeway",3,-4.13012170791626,-1.54501819610596,0,0,0,2,3,"female","no",29.9899997711182,"yes","yes","med"
"311",4002498,"cal","freeway",2.90000009536743,-2.91643309593201,-0.469459295272827,0,0,0,1,5,"female","no",27.6299991607666,"yes","no","med"
"312",4002509,"cal","express",3.25,-3.25571346282959,-2.54943037033081,0,0,0,1,5,"female","no",24.5699996948242,"yes","yes","med"
"313",4002529,"cal","freeway",3.25,-5.39272451400757,-1.59943115711212,0,0,0,1,2,"male","no",33.4599990844727,"yes","no","med"
"314",4002615,"cal","freeway",2.90000009536743,-1.30070173740387,-1.8316125869751,0,0,0,1,6,"male","no",34.5099983215332,"yes","no","low"
"315",4002680,"cal","freeway",2.90000009536743,-3.72362542152405,-0.597703397274017,0,0,0,1,3,"male","no",32.2700004577637,"yes","yes","high"
"316",4002749,"cal","freeway",0.975000023841858,-0.920687079429626,-2.87042784690857,0,0,0,3,3,"female","yes",20.7999992370605,"no","yes","high"
"317",4002807,"cal","express",2.90000009536743,-3.47795677185059,-0.693560123443604,0,0,0,1,2,"male","yes",60.5999984741211,"yes","no","high"
"318",4002820,"cal","freeway",1.64999997615814,-1.13090336322784,-0.227562099695206,0,0,0,1,4,"male","no",69.2399978637695,"yes","yes","med"
"319",4002860,"cal","freeway",2.90000009536743,-3.73519110679626,-0.668512880802155,0,0,0,1,2,"male","no",60.4700012207031,"yes","yes","low"
"320",4002863,"cal","freeway",2.90000009536743,-3.23234558105469,-0.424071103334427,0,0,0,1,2,"male","yes",15.8199996948242,"yes","yes","high"
"321",4002953,"cal","freeway",2.90000009536743,-2.88184928894043,-0.404808610677719,0,0,0,1,3,"female","yes",27.9699993133545,"no","yes","med"
"322",4003070,"cal","freeway",1.95000004768372,-0.986711502075195,-2.55996751785278,0,0,0,1,2,"male","no",19.1100006103516,"yes","yes","low"
"323",4003115,"cal","express",3,-4.48538160324097,-1.37879228591919,0,0,0,2,1,"male","no",36.7599983215332,"yes","yes","low"
"324",4003186,"cal","freeway",3,-3.96800565719604,-1.19955539703369,0,0,0,1,5,"female","no",25.6000003814697,"yes","yes","med"
"325",4003266,"cal","express",3.25,-3.54521584510803,-2.38297295570374,0,0,0,1,5,"male","no",26.0900001525879,"yes","yes","med"
"326",4003306,"cal","freeway",3,-4.00259828567505,-1.49866199493408,0,0,0,1,4,"male","yes",55.7599983215332,"yes","no","med"
"327",4003312,"cal","express",3.25,-5.62888193130493,-1.21849405765533,0,0,0,2,4,"male","no",32.7200012207031,"yes","yes","med"
"328",4003425,"cal","freeway",2.90000009536743,-3.15762138366699,-0.569111824035645,0,0,0,1,6,"male","yes",22.3400001525879,"yes","yes","high"
"329",4003430,"cal","freeway",2.90000009536743,-1.43979609012604,-2.32553195953369,0,0,0,1,1,"male","no",36.2700004577637,"yes","yes","low"
"330",4003608,"cal","freeway",1.95000004768372,-1.16960668563843,-0.970160305500031,0,0,0,1,4,"male","no",43.6100006103516,"yes","yes","med"
"331",4003628,"cal","freeway",2.90000009536743,-2.29761672019958,-2.94543290138245,0,0,0,1,2,"male","no",26.4099998474121,"yes","no","low"
"332",4003677,"cal","express",3,-4.42222833633423,-1.61547291278839,0,0,0,1,5,"male","no",22.4699993133545,"yes","yes","high"
"333",4003732,"cal","freeway",1.5,-3.76111960411072,-0.726060688495636,0,0,0,3,5,"male","no",29.5200004577637,"yes","yes","low"
"334",4003761,"cal","express",2.90000009536743,-1.87194454669952,-0.170611307024956,0,0,0,1,4,"male","yes",32.9900016784668,"no","yes","high"
"335",4003781,"cal","freeway",3.25,-5.34895992279053,-1.59614145755768,0,0,0,1,4,"female","no",16.5300006866455,"yes","no","low"
"336",4003827,"cal","express",1.625,-5.30517673492432,-1.59417295455933,0,0,0,3,3,"male","no",29.9899997711182,"yes","no","high"
"337",4003844,"cal","freeway",0.824999988079071,-0.212410092353821,-0.0322591103613377,0,0,0,3,5,"male","no",21.3400001525879,"yes","yes","med"
"338",4003930,"cal","freeway",3,-3.82081007957458,-0.842534780502319,0,0,0,1,5,"male","yes",41.0099983215332,"yes","no","low"
"339",4003985,"cal","express",2.90000009536743,-3.24331402778625,-0.732458770275116,0,0,0,1,2,"female","yes",24.6900005340576,"yes","no","high"
"340",4003999,"cal","freeway",3,-3.82081007957458,-0.842534780502319,0,0,0,2,4,"male","no",25.1299991607666,"yes","yes","med"
"341",4004040,"cal","freeway",3,-4.47762393951416,-1.32870924472809,0,0,0,1,4,"male","no",77.1399993896484,"no","yes","med"
"342",4004045,"cal","freeway",3,-2.24618029594421,-2.92631864547729,0,0,0,2,4,"male","no",18.8099994659424,"no","yes","high"
"343",4004049,"cal","freeway",1.45000004768372,-2.3666090965271,-0.357956409454346,0,0,0,3,6,"male","yes",29.8999996185303,"yes","yes","med"
"344",4004066,"cal","freeway",1.64999997615814,-0.733299553394318,-0.294140726327896,0,0,0,1,4,"male","yes",56.5900001525879,"yes","yes","med"
"345",4004135,"cal","freeway",2.90000009536743,-2.42567229270935,-0.402023106813431,0,0,0,2,4,"female","no",38.3600006103516,"yes","yes","high"
"346",4004243,"cal","freeway",1.64999997615814,-0.495909154415131,-0.213334992527962,0,0,0,1,2,"male","yes",45.0499992370605,"yes","yes","high"
"347",4004293,"cal","freeway",3.25,-3.25571346282959,-2.54943037033081,0,0,0,1,3,"male","yes",21.3400001525879,"yes","no","low"
"348",4004295,"cal","express",3.25,-5.2533392906189,-1.62150394916534,0,0,0,2,3,"female","yes",54.8699989318848,"no","yes","low"
"349",4004312,"cal","freeway",3,-3.86906099319458,-0.986431121826172,0,0,0,1,4,"male","yes",35.0400009155273,"yes","yes","low"
"350",4004314,"cal","freeway",2.90000009536743,-1.16532528400421,-2.03659009933472,0,0,0,1,5,"male","yes",31.0100002288818,"yes","yes","high"
"351",4004390,"cal","express",3,-3.96800565719604,-1.19955539703369,0,0,0,1,4,"male","no",20.3099994659424,"yes","yes","med"
"352",4004402,"cal","freeway",2.90000009536743,-3.24331402778625,-0.732458770275116,0,0,0,1,5,"male","yes",54.2999992370605,"yes","yes","med"
"353",4004409,"cal","express",1.625,-4.34278869628906,-2.18704843521118,0,0,0,3,2,"female","no",61.25,"yes","yes","low"
"354",4004461,"cal","freeway",1.64999997615814,-0.613317251205444,-0.261747866868973,0,0,0,1,5,"male","no",26.4099998474121,"yes","yes","low"
"355",4004505,"cal","freeway",3.25,-5.48271179199219,-1.31772768497467,0,0,0,1,5,"female","no",22.5200004577637,"yes","no","low"
"356",4004654,"cal","freeway",3,-4.34590101242065,-1.60500490665436,0,0,0,2,7,"male","no",39.7000007629395,"yes","yes","low"
"357",4004721,"cal","freeway",2.90000009536743,-1.87194454669952,-0.170611307024956,0,0,0,1,6,"male","no",16.5699996948242,"yes","yes","med"
"358",4004811,"cal","express",1.95000004768372,-0.952893555164337,-2.71600079536438,0,0,0,1,2,"male","no",30.7199993133545,"yes","yes","high"
"359",4004894,"cal","freeway",1.64999997615814,-0.456818014383316,-0.191207394003868,0,0,0,2,3,"male","no",48.6300010681152,"yes","no","med"
"360",4004994,"cal","freeway",2.90000009536743,-1.77318811416626,-2.88678431510925,0,0,0,2,3,"male","no",57,"yes","yes","med"
"361",4005003,"cal","freeway",2.90000009536743,-3.75000691413879,-0.701403081417084,0,0,0,2,5,"male","no",43.0400009155273,"yes","yes","low"
"362",4005042,"cal","freeway",2.90000009536743,-3.74259543418884,-0.684972584247589,0,0,0,1,2,"male","yes",25.7900009155273,"yes","no","high"
"363",4005044,"cal","freeway",1.64999997615814,-1.10318243503571,-0.223936200141907,0,0,0,1,5,"male","no",66.129997253418,"yes","yes","med"
"364",4005079,"cal","freeway",3,-3.97668051719666,-1.4142986536026,0,0,0,2,4,"male","no",32.7200012207031,"yes","no","low"
"365",4005203,"cal","express",1.45000004768372,-3.74259543418884,-0.684972584247589,0,0,0,3,2,"male","no",27.8299999237061,"yes","yes","med"
"366",4005214,"cal","freeway",3.25,-3.9593551158905,-2.2547914981842,0,0,0,1,2,"male","no",19.1599998474121,"yes","yes","med"
"367",4005240,"cal","freeway",1.64999997615814,-1.63612914085388,-0.167431205511093,0,0,0,1,2,"male","no",39.060001373291,"yes","yes","high"
"368",4005405,"cal","freeway",1.95000004768372,-0.999996483325958,-2.11906695365906,0,0,0,1,3,"male","yes",45.6199989318848,"yes","no","high"
"369",4005411,"cal","freeway",2.90000009536743,-1.44791865348816,-2.19541001319885,0,0,0,1,5,"male","yes",31.4099998474121,"yes","yes","low"
"370",4005573,"cal","freeway",1.64999997615814,-0.50564569234848,-0.218756169080734,0,0,0,2,5,"male","no",33.5400009155273,"yes","yes","low"
"371",4005593,"cal","freeway",1.64999997615814,-0.50564569234848,-0.218756169080734,0,0,0,1,3,"male","no",27.6599998474121,"yes","no","high"
"372",4005607,"cal","freeway",1.64999997615814,-1.69998788833618,-0.171849593520164,0,0,0,1,3,"male","yes",67.9000015258789,"yes","yes","high"
"373",4005618,"cal","express",3.25,-3.98098111152649,-2.1449236869812,0,0,0,1,3,"male","no",39.6199989318848,"yes","yes","med"
"374",4005650,"cal","freeway",1.95000004768372,-0.962000608444214,-2.64577269554138,0,0,0,2,1,"male","yes",32.1500015258789,"no","no","low"
"375",4005690,"cal","freeway",2.90000009536743,-1.58679854869843,-2.58520483970642,0,0,0,2,2,"male","no",14.5500001907349,"yes","yes","low"
"376",4005734,"cal","freeway",2.90000009536743,-1.84636878967285,-2.93561911582947,0,0,0,1,4,"male","no",10.6199998855591,"no","no","med"
"377",4005748,"cal","freeway",3.25,-4.88079786300659,-1.8211784362793,0,0,0,2,2,"male","no",47.5800018310547,"yes","no","med"
"378",4005816,"cal","freeway",3.25,-5.5266695022583,-1.29438614845276,0,0,0,2,1,"female","no",22.2700004577637,"yes","no","low"
"379",4005868,"cal","express",2.90000009536743,-3.47795677185059,-0.693560123443604,0,0,0,1,3,"male","no",19.1100006103516,"yes","yes","low"
"380",4005879,"cal","freeway",2.90000009536743,-3.66086578369141,-0.575805306434631,0,0,0,2,4,"male","no",27.7800006866455,"yes","yes","med"
"381",4005883,"cal","freeway",3.25,-5.51944446563721,-1.41494166851044,0,0,0,1,7,"male","yes",43.1300010681152,"yes","yes","low"
"382",4005940,"cal","express",3,-3.86380696296692,-0.968002378940582,0,0,0,2,4,"male","no",30.0799999237061,"yes","yes","high"
"383",4005972,"cal","freeway",1.95000004768372,-1.01291871070862,-2.33279752731323,0,0,0,1,2,"male","yes",16.0599994659424,"no","no","low"
"384",4005973,"cal","express",2.90000009536743,-2.74022221565247,-0.394724011421204,0,0,0,1,6,"male","no",30.8899993896484,"yes","yes","med"
"385",4006017,"cal","express",1.64999997615814,-1.18635988235474,-0.235234394669533,0,0,0,1,2,"female","yes",34.810001373291,"yes","no","high"
"386",4006040,"cal","freeway",2.90000009536743,-3.23234558105469,-0.424071103334427,0,0,0,1,1,"male","no",25.0100002288818,"yes","yes","low"
"387",4006131,"cal","freeway",1.64999997615814,-1.2418133020401,-0.218395903706551,0,0,0,1,4,"male","no",57,"yes","yes","med"
"388",4006136,"cal","express",1.64999997615814,-1.18635988235474,-0.235234394669533,0,0,0,2,2,"female","yes",42.7099990844727,"yes","yes","med"
"389",4006290,"cal","freeway",3.25,-4.76211357116699,-1.76715445518494,0,0,0,1,4,"male","yes",33.689998626709,"yes","no","high"
"390",4006309,"cal","freeway",3,-3.9463849067688,-1.06475806236267,0,0,0,1,3,"male","no",41.9900016784668,"yes","yes","low"
"391",4006319,"cal","freeway",2.90000009536743,-3.75000691413879,-0.701403081417084,0,0,0,2,5,"female","no",43.2599983215332,"yes","no","low"
